Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mauritius,MUS,53.52765317,53.78347603,52.89988424,52.44576799,54.36269816,48.1860798,44.8802192,41.81178361,35.18940141,37.19677039,43.03450851,40.30787822,43.81562452,42.46012548,46.8252762,45.80513096,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mexico,MEX,..,..,..,41.50919117,43.45798013,42.23654593,42.82708973,43.8183236,45.9135786,46.66847052,48.64709689,51.32641197,51.59181892,52.76314333,51.79225149,52.16868492,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Micronesia, Fed. Sts.",FSM,22.51299004,21.67131954,21.62946551,22.09856691,22.31187804,23.11098382,24.43994714,22.10387201,24.76446751,17.40960746,17.6865217,23.54369665,21.55078113,23.2720448,25.51955414,25.97728515,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Moldova,MDA,50.91392646,46.94932568,49.93979134,46.76341244,59.18111195,52.71846653,49.26618221,51.24143114,48.0003298,42.64972777,45.85812357,46.66666667,48.53230993,46.70520231,49.34478868,45.53836286,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Monaco,MCO,80.0304878,80.0955952,80.19868291,81.0000414,81.1144037,81.05478023,80.82311512,80.16279422,80.54577712,81.32033998,81.43509866,81.14723033,81.27806741,81.0969551,80.96591132,80.84712249,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mongolia,MNG,73.04894962,69.31735501,69.8991398,62.77893197,62.30910999,53.76898118,59.24236706,61.87230954,63.11440045,61.34414822,56.86554137,52.16624637,54.38929198,49.17256246,49.88575537,52.21657495,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Montenegro,MNE,72.72725515,74.06832914,72.3359207,76.63250127,75.67844148,72.81050614,73.73296477,65.82678945,62.17656936,60.77821353,65.48453532,64.7696932,65.5814084,65.86488879,65.65916159,67.14571166,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Morocco,MAR,24.64542276,26.27660173,27.61729836,27.41954584,27.20896159,25.92155869,36.87326511,40.63263312,40.14356079,43.12305025,39.90435011,41.03366813,42.50133999,44.58475896,44.48473826,43.29497802,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Mozambique,MOZ,82.63473973,86.4966391,82.79932641,52.74402717,53.71438962,47.56932696,49.28670663,41.60180164,28.01213644,13.48395858,7.92506908,6.81504263,27.93734652,21.71347608,33.95052643,8.08987632,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Myanmar,MMR,13.00639137,11.29502033,14.02097756,10.56403542,11.83124586,7.96084603,13.3626594,10.50782659,8.48167631,8.81666473,9.59344199,12.57433152,20.49942595,29.08440965,19.90711224,23.00182011,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Namibia,NAM,61.6926839,62.0049604,64.00069794,60.99705043,58,47,44,55,53.74750295,54,54,54,54.00002564,59.36893596,63.99983773,62.98014029,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nauru,NRU,80.50529634,73.83975479,70.67874113,80.11723635,80.40623705,89.87304104,87.63382506,67.43025866,54.74229791,52.8734774,56.4385805,54.53199089,45.42031267,49.04976517,56.81499398,54.22802342,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nepal,NPL,15.50961945,17.00155186,21.21102558,18.06059776,15.98802282,19.06447455,23.9019114,18.4665333,18.62999043,20.41424154,18.12849366,17.89261189,17.52668677,16.46278756,18.21878069,18.13048174,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Netherlands,NLD,..,..,..,66.54017208,65.61478845,67.27134397,82.66642424,83.00569692,81.68850011,82.43472464,82.55035159,82.18601394,81.97107994,81.07449376,80.66643966,80.71063836,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,New Zealand,NZL,78.01626009,76.4215641,77.90021312,..,79.63243192,79.6778124,80.06910694,82.39470499,80.60250075,80.670893,80.58028216,80.42279387,80.1078527,79.8168221,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nicaragua,NIC,48.48904564,48.81407962,45.31256085,39.3487026,45.52474267,47.44536513,45.41416903,44.54981989,47.81011496,48.87515328,45.73659332,52.20616804,53.15141472,54.05142862,56.20042214,56.52762915,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Niger,NER,26.02663883,30.55344114,30.80071226,23.75608337,24.27339998,34.60652079,35.86569975,29.04418284,31.71013427,30.86651127,26.16236135,28.04299143,25.33943626,29.64489083,27.36763117,21.02340571,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Nigeria,NGA,20.12082025,19.73654704,15.46503744,13.24063919,20.44036345,17.88909765,18.4264902,22.53601959,22.45802084,18.43352195,13.71929446,14.52005479,16.36886742,14.40865397,13.38767327,16.52547933,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Norway,NOR,..,..,..,83.16679168,83.01723645,83.05115426,83.34160152,83.70109244,84.13493042,84.43603427,84.68054683,84.42307692,84.75522809,85.02293561,85.28893689,85.39754712,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Oman,OMN,81.75173659,82.02849122,83.46998634,82.87300275,81.91400621,82.34389366,80.68894673,81.14011401,78.83358358,81.29703393,82.7135635,81.82298397,82.43119894,87.24064662,89.7659739,88.25362722,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Pakistan,PAK,35.39776662,36.00857406,39.72870638,25.02472832,27.89025836,21.80952959,16.273667,21.33459011,19.20985352,21.71079305,22.0162669,25.94435144,28.74642953,26.99662355,25.65797252,27.45451845,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Palau,PLW,48.82459214,48.34763891,42.52900507,44.0596753,39.12533983,37.38031264,38.01584356,34.67961488,32.33954425,38.7724603,35.35935862,38.61646385,41.54952992,45.68345176,44.21227798,44.05507719,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Panama,PAN,67.4433399,66.52297873,65.89107878,65.27909322,66.44405607,62.65850627,65.24049826,65.61961701,65.60273928,64.39058714,63.26133156,61.55910661,57.00174942,61.34494314,61.13153125,61.58047485,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Papua New Guinea,PNG,82.93463014,77.9081908,74.79467992,58.0965712,65.54498999,65.86605177,67.14327858,67.50899987,70.90849074,66.83551504,61.69794917,65.26032502,61.45082947,74.03575611,74.66770238,71.03502197,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Paraguay,PRY,42.55483639,38.73588841,34.31803603,37.89950616,37.2833967,38.03447742,40.92919011,41.33012419,39.18512169,47.9099324,46.35452858,49.14728474,53.58224788,50.39888517,54.18901125,53.53483855,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Peru,PER,52.26948524,54.004424,55.96164671,56.2202295,57.21196589,55.36919983,51.83420265,49.12900429,48.40350091,50.8907997,52.15255205,52.5201106,53.93359849,57.6936162,61.48382909,61.69912228,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Philippines,PHL,44.39830002,40.60162159,37.0424244,36.21556285,35.72317067,33.09892638,32.09132657,31.31670834,30.13813889,30.64958808,31.90242426,26.38143835,26.28685193,26.2148808,27.76186321,31.39779723,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,70.67022374,70.59096129,69.88509401,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Portugal,PRT,70.46778832,70.81345367,72.58790242,71.00484677,71.0201582,71.269611,69.13267752,68.71195051,68.38478078,69.92070938,69.76861543,67.69455408,65.56934292,66.92237572,66.0822528,66.21735648,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Qatar,QAT,59.51539799,63.04549383,62.91417808,75.02135134,74.98792299,74.9122665,74.83645797,74.76049753,74.68438537,71.01411396,70.99030556,73.43143266,79.08786794,84.1702955,86.74301674,85.41249059,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Romania,ROU,80.58027789,81.05907831,82.16485488,84.47397779,74.34711237,80.34571265,79.41110478,81.72352826,81.36485844,78.69089975,79.89761764,75.09036259,76.72484563,79.13106708,78.77400559,77.75538588,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Russian Federation,RUS,59.35673184,58.04123424,58.29951932,58.09910615,58.76708874,61.14411704,61.72977629,62.05422734,62.62738046,62.0668643,61.37906737,62.65058987,63.70746377,62.38064048,61.78654597,61.07916329,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Rwanda,RWA,24.98818071,27.77125222,29.96691098,35.21836737,30.54578347,29.2285091,17.2121078,18.12605737,18.2447379,17.81882354,18.07563242,25.24628159,22.82230806,21.99880571,30.88106852,21.37426684,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Samoa,WSM,72.02459253,69.48905672,67.97534734,67.41233414,66.65419132,68.48662756,70.36825191,69.00514708,72.89299794,76.99868002,75.30476423,66.06544039,76.90186021,64.67609393,70.46383066,79.110312,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,San Marino,SMR,72.82349292,73.99858222,73.17337149,74.65553042,75.4238669,74.97374476,77.2118281,79.26407604,79.5825742,80.09976445,81.414506,81.68846558,82.33262965,81.51966338,81.03137583,80.87199604,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sao Tome and Principe,STP,37.0835691,28.31314661,31.98216988,44.47119282,42.78811545,41.38096342,8.61699748,14.65012963,18.57415675,32.54035816,43.53945279,45.05236839,27.67402186,29.33526592,36.47109394,37.1866607,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Saudi Arabia,SAU,72.05238716,72.54049141,72.314159,72.37438668,71.47951114,72.49500903,74.41270982,71.89816603,65.82837328,68.23103595,64.84943338,68.84530872,70.03374474,71.00843765,73.4250111,71.31392905,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Senegal,SEN,36.74787347,39.08600705,34.58974394,35.3817021,33.98883749,41.48434558,45.12572112,36.4392017,39.66869629,37.25734568,32.1373218,35.16085705,32.67791011,26.45671566,33.13472671,31.74941378,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Serbia,SRB,65.4339059,66.8195444,72.17080283,69.85964351,67.85728715,65.45957365,62.49612462,61.01903197,61.78684806,61.60669984,60.99684245,61.11202155,62.11655844,59.86000322,58.25764493,57.6848008,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Seychelles,SYC,82.11168067,84.53916239,86.51498085,88.46008751,88.93136761,92.07288921,93.3318424,93.54762354,92.94931825,93.1320663,86.35701967,85.64081731,91.26713284,92.43029322,96.64166938,96.9942818,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sierra Leone,SLE,30.6454072,26.07484054,24.66860414,25.48990747,20.93787932,15.61581075,10.17933566,10.29065221,10.93487791,9.78389509,13.37098242,7.4195222,9.80781978,6.96953491,6.77968649,8.96410516,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Singapore,SGP,36.33290039,27.88504827,31.32804928,37.07473362,32.46378794,32.9862069,33.9204097,33.49145432,37.3062657,41.49952746,42.68679681,44.02144285,45.94661191,47.70661744,50.95213252,51.87575635,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Slovak Republic,SVK,..,..,..,..,..,75.28599675,69.98254424,69.2995366,75.36311191,73.48690074,71.90765258,73.78033721,72.169329,74.20529179,80.22724583,79.71612579,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Slovenia,SVN,..,..,..,72.85380348,73.45152189,73.51679125,73.15940635,71.55830521,73.59175437,73.11577515,73.39005101,73.39684359,71.90103556,71.1082298,70.42379491,71.29637104,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Solomon Islands,SLB,83.98815135,72.13715034,70.2091984,74.06105649,63.1666787,70.0806759,66.0702333,68.74377529,72.16337688,61.2424878,58.67862038,55.22723128,56.42878197,72.71429459,62.20320613,62.01930971,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Africa,ZAF,36.78878699,36.2732513,33.43942661,34.22631309,41.35416963,41.06207782,48.29200169,49.62265902,50.68721093,50.52994924,52.77755597,54.43531403,54.97160461,54.54249913,53.71285906,53.55438534,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,22.86305737,17.70431363,28.19820572,21.13877229,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Spain,ESP,..,..,..,71.31632249,71.58261081,71.87028183,72.46951354,72.72495234,73.63592509,75.3973249,74.78135491,73.78638709,72.20467719,71.07565795,70.01414925,71.02886353,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sri Lanka,LKA,65.15451616,64.14632526,64.9391083,64.97245473,64.15781895,63.89758363,62.26973277,60.24909833,55.5473592,52.68177425,52.63691977,53.65435413,55.15785976,56.96423546,56.76664767,53.71800995,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,St. Kitts and Nevis,KNA,42.28201226,41.25291152,41.06092293,42.50500098,43.33964768,43.62870759,41.88085073,40.01230681,37.5759602,38.00656367,38.84265567,36.99466767,35.83444182,34.27472778,37.4863445,37.55070028,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,St. Lucia,LCA,42.31882899,42.86090049,40.83962389,38.48861392,37.12672516,36.28541359,35.19134996,30.67625375,32.49642107,34.45478453,30.9054728,31.76931225,20.53994837,24.99456726,35.70584105,41.93515701,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,St. Vincent and the Grenadines,VCT,80.00225585,79.03265038,80.38955888,80.43733583,79.33355137,78.92777038,76.87585064,75.00823268,75.82052403,75.51761856,72.42847178,72.56187135,74.53290131,75.86008498,73.94749895,69.941406,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sudan,SDN,33.82594417,33.33333333,34.20050761,32.46196404,37.85014006,39.07096039,36.38067472,36.19216033,31.93631787,41.11615985,32.54711527,23.46251422,26.25350358,16.77329624,25.2728363,31.14130435,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Suriname,SUR,48.26626426,33.85850437,36.28477187,32.29949463,32.48576703,30.19602698,44.87043621,44.0124096,41.88059235,44.6511139,42.00254682,45.6159557,48.05081945,48.34197833,48.37761107,50.48611714,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Sweden,SWE,..,81.84804392,82.18766287,82.57404596,82.16543469,81.75547365,81.80517006,81.85243481,81.85743606,81.96097097,81.88309493,83.96660563,83.58222657,83.38431026,83.36624002,83.66360718,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,69.52823306,70.17178219,71.13936257,71.75484469,70.7952987,70.72655713,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Syrian Arab Republic,SYR,35.53107843,41.41358535,45.39781395,47.94300914,47.69980595,50.34672658,46.96907788,47.33530856,46.1490605,44.86735085,44.79168521,45.20593661,45.28818649,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tajikistan,TJK,20.77922078,20,18.88111888,15.72184378,18.68689614,18.83420153,18.59952973,19.63205515,23.59084979,19.55728409,21.93780058,23.50789442,27.13948311,27.80976022,29.49620569,28.16932295,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tanzania,TZA,21.39794408,26.18485657,28.89008705,28.33000473,34.73751034,36.98395301,31.59997326,28.45761907,26.89598888,29.6351964,27.75648998,24.22067911,23.43128103,26.89726342,30.21796815,35.30276984,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Thailand,THA,57.9482924,57.96792173,64.92326807,65.62541604,66.68970268,66.08369062,75.29149312,78.82539982,78.16855935,75.52046667,76.2350078,78.85563566,78.16026839,78.22788648,77.47099124,77.08053265,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Timor-Leste,TLS,..,..,48.52459036,45.85958221,39.23459524,40.22539443,39.93714551,17.21453627,48.78694592,44.44303328,50.85755737,52.11421245,59.31565771,56.8215445,69.0696467,62.54808017,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Togo,TGO,11.99518367,12.91852815,13.48857303,14.72116572,16.34015743,17.24631094,18.45152437,19.07970369,18.77078382,19.39289833,26.47874038,24.18339154,26.68439868,21.98516606,22.49108881,28.00110238,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tonga,TON,55.5008617,58.12834857,60.49885517,60.43726678,52.99583889,56.06573163,50.97803418,58.17611317,46.58426862,65.58353524,57.36253843,59.13607205,50.35998247,56.092967,54.59587155,47.348171,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Trinidad and Tobago,TTO,42.69573536,45.58655069,45.83614393,43.78109857,43.85820381,48.87137724,48.71606269,47.94288366,47.92397116,48.97547109,56.45376685,54.31957708,51.65298522,55.59816788,54.71325301,53.76389867,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tunisia,TUN,52.66922811,52.18519632,51.76471633,51.41102458,51.1268504,50.82093287,52.26226407,53.38171803,54.27530276,55.03387125,55.75389171,56.41347263,56.96455756,59.09120521,58.1336071,56.30421032,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turkey,TUR,..,..,..,71.20693801,71.70296525,67.74618334,68.85214599,68.78337688,72.69380952,80.49801427,..,79.12887774,79.17163702,78.35041427,77.60514547,78.13383692,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turkmenistan,TKM,46.65184774,34.60490463,34.68304016,31.81945832,22.89224762,21.14559219,18.36457913,26.2300155,16.02517952,24.25165276,24.05106693,25.97605104,26.7274347,28.53607282,26.96157166,23.94773346,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Tuvalu,TUV,99.48037227,96.36857876,93.70460521,93.55153974,92.74246049,93.56175575,95.66884264,94.56989635,93.9539124,95.86867355,96.50692398,95.92563064,95.85457616,96.00548229,96.25899955,96.25235538,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uganda,UGA,24.434242,24.57638387,24.23491967,23.43747028,23.41698744,18.96962784,18.83265486,18.26134761,13.35564672,10.80730052,13.45701254,15.07548853,16.68320362,17.72496398,16.1167293,13.43168492,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Ukraine,UKR,47.32042033,48.90677705,51.2478799,55.7495201,55.19610764,58.71864894,60.42467197,59.19686808,58.06633956,58.23581591,58.01570678,54.89443571,55.23886451,54.09472089,47.18286956,46.40522509,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United Arab Emirates,ARE,68.83046058,77.01039677,61.22885217,61.27508207,57.10731258,56.8410609,57.30421751,58.6737037,63.91038879,73.68283465,70.85415974,72.42097354,72.54479172,71.97173576,70.97638401,71.25105548,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United Kingdom,GBR,81.78992465,81.68924934,81.92938432,81.70201205,82.94330972,83.30010031,84.16318062,83.23014095,84.35271576,85.19709198,84.79522636,84.244834,83.56221869,80.17764811,80.3156511,80.35156024,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,United States,USA,44.1670858,45.1272549,45.11147045,44.89586006,45.22484406,45.3650015,46.2972866,46.37085019,47.38626973,48.29701763,48.52657394,48.59197338,48.49245236,48.87160371,49.98499281,50.35616434,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uruguay,URY,45.78467968,49.42354194,51.3984775,54.28185831,51.28196693,51.63097024,53.27355714,53.01768162,62.58603797,60.47929211,61.44721994,63.6887359,66.92471509,69.07891494,70.21733142,69.8174108,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Uzbekistan,UZB,47.60133979,48.40737342,44.66619565,43.92723088,42.92318119,42.62156349,43.38435676,46.00986218,48.79764009,48.989812,50.12378234,50.17909456,51.98025705,52.22524469,51.43781239,53.44829481,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Vanuatu,VUT,62.84092321,44.24841548,48.33539009,38.4563033,40.59699056,38.81025828,38.99882897,37.39665521,35.97261469,39.47982632,44.65839882,43.17633605,41.61344609,68.43280397,66.82365228,83.0575322,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Venezuela, RB",VEN,41.57719194,41.7382587,40.06751936,38.75444238,42.19432926,42.98067385,43.89968426,44.34002492,42.46935863,39.43991452,39.63089794,46.35605467,46.56075845,46.94058696,49.01220968,47.67729086,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Vietnam,VNM,45.28936008,35.61792191,48.55431793,44.51079079,45.4501076,45.58733843,43.3002648,42.05413118,43.92002927,42.02055508,44.27303647,42.72100379,43.26746449,46.84100949,41.95794286,41.80939496,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,"Yemen, Rep.",YEM,50.83430739,50.10915662,48.2368525,41.75507581,35.4162347,31.79182696,29.40259419,26.86841393,27.72827557,21.73675809,22.47283054,22.81113588,23.89010641,19.74684449,16.18166371,10.18244304,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Zambia,ZMB,27.61517666,29.42344741,27.03003637,28.12318108,33.61669128,23.24578964,33.96390681,25.26854361,17.36977427,8.45836749,13.00060585,23.17990042,27.45001588,29.49169595,31.71968803,36.56030444,..,..
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,18.68306392,23.20076425,25.50895424,30.72708999,20.59622852,20.8179601,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Afghanistan,AFG,..,..,85.37560574,86.06919176,84.527591,78.97008684,76.82497587,78.16998663,75.40338818,72.77924343,78.99665105,73.25516892,74.48620936,72.04786271,73.0559213,78.38229648,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Albania,ALB,64.61751264,63.30587951,64.11598815,60.04996119,54.37229782,52.46619216,52.01092656,54.37861078,50.31228516,42.49577012,47.77754936,48.32571662,52.87143352,55.15620177,55.9117859,56.9252578,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Algeria,DZA,27.98437875,23.72670012,24.67682413,23.25557008,28.59969706,30.62975534,31.48499264,30.14612598,27.96792284,29.06443356,30.48966178,29.36287147,27.03851524,28.93899092,27.95945353,29.39568874,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Andorra,AND,58.43164175,57.86107815,56.79316394,57.45011137,57.67243012,53.96460552,53.94363308,53.15515764,49.77933923,47.11158885,45.28540228,44.73433275,44.49836602,37.71085261,44.65971466,44.40087113,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Angola,AGO,45.37134439,51.24175603,61.61791704,58.6733343,56.58944423,53.97826701,43.49018998,39.19824155,33.07318436,28.38413654,34.52894489,32.2970336,32.59089604,35.32457022,42.56680154,49.72405852,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Antigua and Barbuda,ATG,32.55813953,34.04255319,33.48646408,35.38248559,36.62256628,32.91235263,32.10388458,30.76270992,28.90697204,31.458808,30.73866783,30.37478425,34.24412403,33.0024354,29.33362355,33.27693175,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Argentina,ARG,76.24701555,75.12256526,73.52408321,54.0995789,54.71006834,56.93542739,54.96233071,52.14142994,49.1635778,47.33369984,44.63149452,42.33606231,35.65276903,32.87210662,29.11649188,28.00614915,..,..
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,Armenia,ARM,75.93744573,65.03973133,67.17333224,70.52973484,79.09054253,72.55741853,63.11038067,61.83295137,59.37445808,54.99460504,62.82421266,47.50671772,72.70780951,79.72288644,76.40444812,82.99869096,..,..
